Product_ID,Country,Category,Item_Name,Price_Local,Currency,Technical_Specs,Internal_Notes
FR-T-4075,France,Computing,"Tablet 10""",181.62,EUR,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Stock in WH3 Berlin | Margin 22% | EuroTech Suppliers
US-U-4076,United States,Solar & Power,Solar Inverter TS-9000-X,1191.18,USD,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Fulfilled from NL depot | Africa Direct Trading | Bulk discount applies 15%
NE-V-4077,Netherlands,TV & Display,LED TV 55 inch,454.43,EUR,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Warehouse A-12 | Nordic Wholesale | Bulk discount applies 15%
FR-W-4078,France,Wearables,Smart Watch Sport,91.76,EUR,"GPS, heart rate, 5ATM, 7-day battery",Fulfilled from NL depot | EuroTech Suppliers | Margin 22%
KE-X-4079,Kenya,Lighting,LED Desk Lamp,3782.23,KES,"Dimmable, USB port, 5 brightness levels",Target margin 18% | Nordic Wholesale | Low stock alert
CD-Y-4080,Côte d'Ivoire,Audio,Wireless Bluetooth Earbuds,21227.06,XOF,"ANC, 24h battery, IPX5, USB-C",Target margin 18% | Warehouse A-12 | Pacific Imports Inc
UK-Z-4081,United Kingdom,Wearables,Smart Watch Sport,67.69,GBP,"GPS, heart rate, 5ATM, 7-day battery",EuroTech Suppliers | Low stock alert | Target margin 18%
GH-A-4082,Ghana,Home Appliances,Electric Fan Tower,712.5,GHS,"Oscillating, 3 speeds, remote, timer",Warehouse A-12 | Target margin 18% | EuroTech Suppliers
CA-B-4083,Canada,Kitchen Appliances,Coffee Maker Drip,56.41,CAD,"12-cup, programmable, thermal carafe",EuroTech Suppliers | Low stock alert | Margin 22%
KE-C-4084,Kenya,Wearables,Fitness Tracker Band,3797.01,KES,"Steps, sleep, HR, 14-day battery",Target margin 18% | Pacific Imports Inc | Warehouse A-12
CD-D-4085,Côte d'Ivoire,Home Appliances,Air Purifier Compact,55812.47,XOF,"HEPA H13, 3 speeds, 25m² coverage",EuroTech Suppliers | Bulk discount applies 15% | Warehouse A-12
UK-E-4086,United Kingdom,Audio,Bluetooth Speaker,40.03,GBP,"20W, waterproof IPX7, 15h playback",Margin 22% | Pacific Imports Inc | Low stock alert
CD-F-4087,Côte d'Ivoire,Home Appliances,Electric Fan Tower,31318.89,XOF,"Oscillating, 3 speeds, remote, timer",Backorder until 02/15 | EuroTech Suppliers | Bulk discount applies 15%
KE-G-4088,Kenya,Kitchen Appliances,Coffee Maker Drip,4967.55,KES,"12-cup, programmable, thermal carafe",Global Sourcing Co | Promo margin 12% | Stock in WH3 Berlin
NI-H-4089,Nigeria,Computing,"Tablet 10""",326278.43,NGN,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Global Sourcing Co | Promo margin 12% | Fulfilled from NL depot
GE-I-4090,Germany,Home Appliances,Air Purifier Compact,93.38,EUR,"HEPA H13, 3 speeds, 25m² coverage",Pacific Imports Inc | Bulk discount applies 15% | Stock in WH3 Berlin
NI-J-4091,Nigeria,Wearables,Smart Watch Sport,147427.08,NGN,"GPS, heart rate, 5ATM, 7-day battery",Low stock alert | Promo margin 12% | Pacific Imports Inc
CA-K-4092,Canada,Lighting,LED Desk Lamp,41.55,CAD,"Dimmable, USB port, 5 brightness levels",Bulk discount applies 15% | Acme Electronics Ltd | Backorder until 02/15
NI-L-4093,Nigeria,Personal Care,Electric Toothbrush,68665.42,NGN,"Sonic, 3 modes, 2-week battery",Warehouse A-12 | Acme Electronics Ltd | VIP margin 25%
NE-M-4094,Netherlands,Computing,Webcam HD Pro,55.81,EUR,"1080p 60fps, built-in mic, auto-focus",Bulk discount applies 15% | EuroTech Suppliers | Backorder until 02/15
CD-N-4095,Côte d'Ivoire,Wearables,Smart Watch Sport,60850.7,XOF,"GPS, heart rate, 5ATM, 7-day battery",VIP margin 25% | Acme Electronics Ltd | Low stock alert
CD-O-4096,Côte d'Ivoire,Power & Batteries,Portable Power Bank 20K,16739.38,XOF,"20000mAh, dual USB, 18W PD",Pacific Imports Inc | Margin 22% | Low stock alert
NI-P-4097,Nigeria,Lighting,LED Desk Lamp,41627.83,NGN,"Dimmable, USB port, 5 brightness levels",Acme Electronics Ltd | Stock in WH3 Berlin | Bulk discount applies 15%
FR-Q-4098,France,Kitchen Appliances,Coffee Maker Drip,36.32,EUR,"12-cup, programmable, thermal carafe",Bulk discount applies 15% | Global Sourcing Co | Fulfilled from NL depot
FR-R-4099,France,Computing,Mechanical Keyboard,68.67,EUR,"Cherry MX, RGB, wired, UK layout",Target margin 18% | Backorder until 02/15 | Global Sourcing Co
NE-S-4100,Netherlands,Lighting,LED Desk Lamp,27.94,EUR,"Dimmable, USB port, 5 brightness levels",EuroTech Suppliers | Margin 22% | Backorder until 02/15
NI-T-4101,Nigeria,Home Appliances,Electric Fan Tower,80822.15,NGN,"Oscillating, 3 speeds, remote, timer",Nordic Wholesale | Bulk discount applies 15% | Warehouse A-12
KE-U-4102,Kenya,Computing,Webcam HD Pro,7674.06,KES,"1080p 60fps, built-in mic, auto-focus",Africa Direct Trading | Stock in WH3 Berlin | Promo margin 12%
SA-V-4103,South Africa,Personal Care,Electric Toothbrush,820.19,ZAR,"Sonic, 3 modes, 2-week battery",Stock in WH3 Berlin | Promo margin 12% | Nordic Wholesale
KE-W-4104,Kenya,Audio,Wireless Bluetooth Earbuds,4280.87,KES,"ANC, 24h battery, IPX5, USB-C",Nordic Wholesale | Bulk discount applies 15% | Warehouse A-12
CD-X-4105,Côte d'Ivoire,Audio,Wireless Bluetooth Earbuds,23769.09,XOF,"ANC, 24h battery, IPX5, USB-C",VIP margin 25% | Stock in WH3 Berlin | Nordic Wholesale
CD-Y-4106,Côte d'Ivoire,TV & Display,LED TV 55 inch,295533.42,XOF,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Backorder until 02/15 | Nordic Wholesale | Promo margin 12%
FR-Z-4107,France,Home Appliances,Electric Fan Tower,52.15,EUR,"Oscillating, 3 speeds, remote, timer",Stock in WH3 Berlin | Africa Direct Trading | Margin 22%
NE-A-4108,Netherlands,Lighting,LED Desk Lamp,25.61,EUR,"Dimmable, USB port, 5 brightness levels",Bulk discount applies 15% | Low stock alert | Pacific Imports Inc
KE-B-4109,Kenya,Wearables,Fitness Tracker Band,4050.25,KES,"Steps, sleep, HR, 14-day battery",Warehouse A-12 | Target margin 18% | Africa Direct Trading
CA-C-4110,Canada,Computing,Mechanical Keyboard,106.38,CAD,"Cherry MX, RGB, wired, UK layout",EuroTech Suppliers | Promo margin 12% | Backorder until 02/15
CA-D-4111,Canada,Power & Batteries,Portable Power Bank 20K,37.92,CAD,"20000mAh, dual USB, 18W PD",Bulk discount applies 15% | Low stock alert | Africa Direct Trading
CA-E-4112,Canada,Computing,Mechanical Keyboard,101.7,CAD,"Cherry MX, RGB, wired, UK layout",Bulk discount applies 15% | Africa Direct Trading | Backorder until 02/15
KE-F-4113,Kenya,Computing,Webcam HD Pro,7148.6,KES,"1080p 60fps, built-in mic, auto-focus",Target margin 18% | Stock in WH3 Berlin | Nordic Wholesale
NI-G-4114,Nigeria,Home Appliances,Air Purifier Compact,160796.95,NGN,"HEPA H13, 3 speeds, 25m² coverage",Nordic Wholesale | Target margin 18% | Low stock alert
CA-H-4115,Canada,Home Appliances,Electric Fan Tower,75.95,CAD,"Oscillating, 3 speeds, remote, timer",VIP margin 25% | Nordic Wholesale | Low stock alert
SA-I-4116,South Africa,Computing,Mechanical Keyboard,1505.78,ZAR,"Cherry MX, RGB, wired, UK layout",Acme Electronics Ltd | Margin 22% | Fulfilled from NL depot
CD-J-4117,Côte d'Ivoire,Personal Care,Electric Toothbrush,25702.96,XOF,"Sonic, 3 modes, 2-week battery",Margin 22% | Acme Electronics Ltd | Stock in WH3 Berlin
CA-K-4118,Canada,Computing,Mechanical Keyboard,107.1,CAD,"Cherry MX, RGB, wired, UK layout",EuroTech Suppliers | Fulfilled from NL depot | VIP margin 25%
NI-L-4119,Nigeria,Kitchen Appliances,Coffee Maker Drip,63563.73,NGN,"12-cup, programmable, thermal carafe",VIP margin 25% | EuroTech Suppliers | Fulfilled from NL depot
FR-M-4120,France,Audio,Bluetooth Speaker,45.65,EUR,"20W, waterproof IPX7, 15h playback",Global Sourcing Co | Margin 22% | Fulfilled from NL depot
UK-N-4121,United Kingdom,Power & Batteries,Portable Power Bank 20K,20.93,GBP,"20000mAh, dual USB, 18W PD",Global Sourcing Co | Stock in WH3 Berlin | Bulk discount applies 15%
GE-O-4122,Germany,Computing,"Tablet 10""",202.92,EUR,"128GB, 10.1"" FHD, 4GB RAM, WiFi",EuroTech Suppliers | Low stock alert | Target margin 18%
GH-P-4123,Ghana,Home Appliances,Electric Fan Tower,698.48,GHS,"Oscillating, 3 speeds, remote, timer",Stock in WH3 Berlin | Margin 22% | Pacific Imports Inc
NE-Q-4124,Netherlands,Personal Care,Electric Toothbrush,40.46,EUR,"Sonic, 3 modes, 2-week battery",Nordic Wholesale | Target margin 18% | Fulfilled from NL depot
KE-R-4125,Kenya,Personal Care,Electric Toothbrush,5767.7,KES,"Sonic, 3 modes, 2-week battery",Margin 22% | Global Sourcing Co | Low stock alert
GH-S-4126,Ghana,Computing,Mechanical Keyboard,908.83,GHS,"Cherry MX, RGB, wired, UK layout",Warehouse A-12 | Africa Direct Trading | Target margin 18%
NI-T-4127,Nigeria,Computing,Webcam HD Pro,92397.17,NGN,"1080p 60fps, built-in mic, auto-focus",Stock in WH3 Berlin | Target margin 18% | Global Sourcing Co
NI-U-4128,Nigeria,Computing,"Tablet 10""",298754.73,NGN,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Nordic Wholesale | Low stock alert | Target margin 18%
US-V-4129,United States,Home Appliances,Electric Fan Tower,50.39,USD,"Oscillating, 3 speeds, remote, timer",Target margin 18% | Fulfilled from NL depot | Acme Electronics Ltd
SA-W-4130,South Africa,Computing,Webcam HD Pro,1052.83,ZAR,"1080p 60fps, built-in mic, auto-focus",Nordic Wholesale | Promo margin 12% | Stock in WH3 Berlin
UK-X-4131,United Kingdom,Wearables,Fitness Tracker Band,21.86,GBP,"Steps, sleep, HR, 14-day battery",Fulfilled from NL depot | VIP margin 25% | Africa Direct Trading
SA-Y-4132,South Africa,Lighting,LED Desk Lamp,536.58,ZAR,"Dimmable, USB port, 5 brightness levels",Stock in WH3 Berlin | Target margin 18% | EuroTech Suppliers
FR-Z-4133,France,Computing,Mechanical Keyboard,78.66,EUR,"Cherry MX, RGB, wired, UK layout",Backorder until 02/15 | Margin 22% | Nordic Wholesale
NI-A-4134,Nigeria,Audio,Wireless Bluetooth Earbuds,57090.29,NGN,"ANC, 24h battery, IPX5, USB-C",Margin 22% | Nordic Wholesale | Low stock alert
KE-B-4135,Kenya,Lighting,LED Desk Lamp,3921.01,KES,"Dimmable, USB port, 5 brightness levels",Fulfilled from NL depot | Africa Direct Trading | Promo margin 12%
US-C-4136,United States,Computing,"Tablet 10""",204.06,USD,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Warehouse A-12 | Acme Electronics Ltd | Target margin 18%
KE-D-4137,Kenya,Kitchen Appliances,Smart Kettle Pro,6142.08,KES,"1.7L, 3000W, boil-dry protection, LED display",Margin 22% | EuroTech Suppliers | Stock in WH3 Berlin
CA-E-4138,Canada,Home Appliances,Air Purifier Compact,122.88,CAD,"HEPA H13, 3 speeds, 25m² coverage",Nordic Wholesale | Backorder until 02/15 | Promo margin 12%
FR-F-4139,France,Home Appliances,Air Purifier Compact,92.74,EUR,"HEPA H13, 3 speeds, 25m² coverage",Bulk discount applies 15% | Nordic Wholesale | Fulfilled from NL depot
US-G-4140,United States,Computing,"Tablet 10""",197.43,USD,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Nordic Wholesale | Low stock alert | Margin 22%
GH-H-4141,Ghana,Personal Care,Electric Toothbrush,600.45,GHS,"Sonic, 3 modes, 2-week battery",Acme Electronics Ltd | Warehouse A-12 | Bulk discount applies 15%
UK-I-4142,United Kingdom,Home Appliances,Air Purifier Compact,72.93,GBP,"HEPA H13, 3 speeds, 25m² coverage",Margin 22% | Africa Direct Trading | Low stock alert
UK-J-4143,United Kingdom,Wearables,Smart Watch Sport,67.42,GBP,"GPS, heart rate, 5ATM, 7-day battery",EuroTech Suppliers | VIP margin 25% | Low stock alert
SA-K-4144,South Africa,Personal Care,Electric Toothbrush,833.87,ZAR,"Sonic, 3 modes, 2-week battery",Stock in WH3 Berlin | VIP margin 25% | Pacific Imports Inc
US-L-4145,United States,Audio,Wireless Bluetooth Earbuds,39.32,USD,"ANC, 24h battery, IPX5, USB-C",Global Sourcing Co | Promo margin 12% | Stock in WH3 Berlin
SA-M-4146,South Africa,Kitchen Appliances,Coffee Maker Drip,777.99,ZAR,"12-cup, programmable, thermal carafe",Promo margin 12% | Backorder until 02/15 | Nordic Wholesale
GE-N-4147,Germany,Audio,Bluetooth Speaker,47.6,EUR,"20W, waterproof IPX7, 15h playback",Target margin 18% | Pacific Imports Inc | Warehouse A-12
KE-O-4148,Kenya,Home Appliances,Air Purifier Compact,12451.95,KES,"HEPA H13, 3 speeds, 25m² coverage",VIP margin 25% | Stock in WH3 Berlin | Pacific Imports Inc
UK-P-4149,United Kingdom,Audio,Bluetooth Speaker,42.31,GBP,"20W, waterproof IPX7, 15h playback",EuroTech Suppliers | Low stock alert | VIP margin 25%
UK-Q-4150,United Kingdom,Wearables,Smart Watch Sport,80.84,GBP,"GPS, heart rate, 5ATM, 7-day battery",Fulfilled from NL depot | Margin 22% | EuroTech Suppliers
US-R-4151,United States,Computing,Webcam HD Pro,62.26,USD,"1080p 60fps, built-in mic, auto-focus",Stock in WH3 Berlin | VIP margin 25% | Global Sourcing Co
GE-S-4152,Germany,TV & Display,LED TV 55 inch,403.74,EUR,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",VIP margin 25% | Warehouse A-12 | Nordic Wholesale
KE-T-4153,Kenya,Audio,Bluetooth Speaker,6758.52,KES,"20W, waterproof IPX7, 15h playback",Low stock alert | VIP margin 25% | EuroTech Suppliers
KE-U-4154,Kenya,Lighting,LED Desk Lamp,4028.1,KES,"Dimmable, USB port, 5 brightness levels",Low stock alert | Margin 22% | EuroTech Suppliers
FR-V-4155,France,Wearables,Smart Watch Sport,85.24,EUR,"GPS, heart rate, 5ATM, 7-day battery",Promo margin 12% | Fulfilled from NL depot | Pacific Imports Inc
CA-W-4156,Canada,Solar & Power,Solar Inverter TS-9000-X,1712.44,CAD,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Nordic Wholesale | Target margin 18% | Fulfilled from NL depot
NI-X-4157,Nigeria,Solar & Power,Solar Inverter TS-9000-X,2065904.84,NGN,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Warehouse A-12 | Nordic Wholesale | Margin 22%
CA-Y-4158,Canada,Wearables,Smart Watch Sport,120.26,CAD,"GPS, heart rate, 5ATM, 7-day battery",Backorder until 02/15 | Promo margin 12% | Africa Direct Trading
US-Z-4159,United States,Audio,Bluetooth Speaker,54.69,USD,"20W, waterproof IPX7, 15h playback",Acme Electronics Ltd | Warehouse A-12 | Target margin 18%
NI-A-4160,Nigeria,Lighting,LED Desk Lamp,43332.82,NGN,"Dimmable, USB port, 5 brightness levels",Low stock alert | Global Sourcing Co | Bulk discount applies 15%
KE-B-4161,Kenya,Wearables,Fitness Tracker Band,3717.82,KES,"Steps, sleep, HR, 14-day battery",Target margin 18% | Nordic Wholesale | Backorder until 02/15
GE-C-4162,Germany,Wearables,Smart Watch Sport,83.2,EUR,"GPS, heart rate, 5ATM, 7-day battery",Backorder until 02/15 | Bulk discount applies 15% | Global Sourcing Co
US-D-4163,United States,Audio,Bluetooth Speaker,51.86,USD,"20W, waterproof IPX7, 15h playback",Acme Electronics Ltd | Warehouse A-12 | Promo margin 12%
CD-E-4164,Côte d'Ivoire,Computing,Webcam HD Pro,37764.55,XOF,"1080p 60fps, built-in mic, auto-focus",Promo margin 12% | Nordic Wholesale | Low stock alert
CA-F-4165,Canada,Wearables,Fitness Tracker Band,39.38,CAD,"Steps, sleep, HR, 14-day battery",Fulfilled from NL depot | VIP margin 25% | EuroTech Suppliers
NE-G-4166,Netherlands,Audio,Wireless Bluetooth Earbuds,34.47,EUR,"ANC, 24h battery, IPX5, USB-C",Target margin 18% | Fulfilled from NL depot | EuroTech Suppliers
NI-H-4167,Nigeria,Audio,Wireless Bluetooth Earbuds,56882.1,NGN,"ANC, 24h battery, IPX5, USB-C",Africa Direct Trading | Stock in WH3 Berlin | Bulk discount applies 15%
SA-I-4168,South Africa,TV & Display,LED TV 55 inch,7828.81,ZAR,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Margin 22% | Warehouse A-12 | Nordic Wholesale
KE-J-4169,Kenya,Personal Care,Electric Toothbrush,5410.22,KES,"Sonic, 3 modes, 2-week battery",Promo margin 12% | Acme Electronics Ltd | Stock in WH3 Berlin
UK-K-4170,United Kingdom,Solar & Power,Solar Inverter TS-9000-X,1031.74,GBP,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Pacific Imports Inc | VIP margin 25% | Warehouse A-12
NE-L-4171,Netherlands,Wearables,Smart Watch Sport,93.34,EUR,"GPS, heart rate, 5ATM, 7-day battery",Target margin 18% | Global Sourcing Co | Warehouse A-12
GH-M-4172,Ghana,Home Appliances,Air Purifier Compact,1239.53,GHS,"HEPA H13, 3 speeds, 25m² coverage",Backorder until 02/15 | VIP margin 25% | EuroTech Suppliers
KE-N-4173,Kenya,Power & Batteries,Portable Power Bank 20K,3507.1,KES,"20000mAh, dual USB, 18W PD",VIP margin 25% | Global Sourcing Co | Backorder until 02/15
FR-O-4174,France,Audio,Wireless Bluetooth Earbuds,34.32,EUR,"ANC, 24h battery, IPX5, USB-C",Fulfilled from NL depot | Bulk discount applies 15% | Nordic Wholesale
NE-P-4175,Netherlands,Personal Care,Electric Toothbrush,44.01,EUR,"Sonic, 3 modes, 2-week battery",Promo margin 12% | Stock in WH3 Berlin | Global Sourcing Co
KE-Q-4176,Kenya,Computing,"Tablet 10""",27878.69,KES,"128GB, 10.1"" FHD, 4GB RAM, WiFi",Margin 22% | Global Sourcing Co | Stock in WH3 Berlin
NE-R-4177,Netherlands,Home Appliances,Electric Fan Tower,47.1,EUR,"Oscillating, 3 speeds, remote, timer",Africa Direct Trading | Backorder until 02/15 | Target margin 18%
CA-S-4178,Canada,Solar & Power,Solar Inverter TS-9000-X,1600.79,CAD,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Target margin 18% | Low stock alert | Acme Electronics Ltd
GE-T-4179,Germany,Kitchen Appliances,Coffee Maker Drip,40.07,EUR,"12-cup, programmable, thermal carafe",Backorder until 02/15 | Target margin 18% | Nordic Wholesale
GE-U-4180,Germany,Solar & Power,Solar Inverter TS-9000-X,1155.87,EUR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Fulfilled from NL depot | Bulk discount applies 15% | Global Sourcing Co
UK-V-4181,United Kingdom,Computing,Mechanical Keyboard,59.28,GBP,"Cherry MX, RGB, wired, UK layout",Promo margin 12% | Stock in WH3 Berlin | Nordic Wholesale
US-W-4182,United States,Computing,Webcam HD Pro,54.22,USD,"1080p 60fps, built-in mic, auto-focus",Margin 22% | Acme Electronics Ltd | Low stock alert
UK-X-4183,United Kingdom,Computing,"Tablet 10""",161.56,GBP,"128GB, 10.1"" FHD, 4GB RAM, WiFi",EuroTech Suppliers | Target margin 18% | Stock in WH3 Berlin
FR-Y-4184,France,Kitchen Appliances,Smart Kettle Pro,42.71,EUR,"1.7L, 3000W, boil-dry protection, LED display",VIP margin 25% | Global Sourcing Co | Low stock alert
CA-Z-4185,Canada,TV & Display,LED TV 55 inch,624.6,CAD,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",Fulfilled from NL depot | Africa Direct Trading | VIP margin 25%
FR-A-4186,France,Lighting,LED Desk Lamp,24.65,EUR,"Dimmable, USB port, 5 brightness levels",Bulk discount applies 15% | Acme Electronics Ltd | Fulfilled from NL depot
GH-B-4187,Ghana,Home Appliances,Air Purifier Compact,1188.23,GHS,"HEPA H13, 3 speeds, 25m² coverage",EuroTech Suppliers | Promo margin 12% | Warehouse A-12
US-C-4188,United States,Solar & Power,Solar Inverter TS-9000-X,1151.29,USD,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Low stock alert | Nordic Wholesale | VIP margin 25%
KE-D-4189,Kenya,Kitchen Appliances,Coffee Maker Drip,4670.91,KES,"12-cup, programmable, thermal carafe",Nordic Wholesale | Target margin 18% | Backorder until 02/15
NE-E-4190,Netherlands,Computing,Webcam HD Pro,49.97,EUR,"1080p 60fps, built-in mic, auto-focus",Promo margin 12% | Pacific Imports Inc | Fulfilled from NL depot
FR-F-4191,France,Solar & Power,Solar Inverter TS-9000-X,1148.31,EUR,"5kW capacity, IP65 rated, 10-year warranty, MPPT tracking",Fulfilled from NL depot | Africa Direct Trading | Target margin 18%
GH-G-4192,Ghana,Personal Care,Electric Toothbrush,508.1,GHS,"Sonic, 3 modes, 2-week battery",Target margin 18% | Africa Direct Trading | Warehouse A-12
US-H-4193,United States,Personal Care,Electric Toothbrush,40.28,USD,"Sonic, 3 modes, 2-week battery",EuroTech Suppliers | Low stock alert | Bulk discount applies 15%
CD-I-4194,Côte d'Ivoire,Wearables,Smart Watch Sport,59734.56,XOF,"GPS, heart rate, 5ATM, 7-day battery",Fulfilled from NL depot | Global Sourcing Co | Promo margin 12%
US-J-4195,United States,TV & Display,LED TV 55 inch,440.66,USD,"55"" FHD LED, Smart TV, 3x HDMI, USB, built-in WiFi",EuroTech Suppliers | Bulk discount applies 15% | Fulfilled from NL depot
GE-K-4196,Germany,Computing,Mechanical Keyboard,76.76,EUR,"Cherry MX, RGB, wired, UK layout",Global Sourcing Co | Backorder until 02/15 | Margin 22%
SA-L-4197,South Africa,Home Appliances,Air Purifier Compact,1819.73,ZAR,"HEPA H13, 3 speeds, 25m² coverage",Africa Direct Trading | VIP margin 25% | Stock in WH3 Berlin
